target,candidate,score
"Yesterday, global oil prices experienced a decrease after major exporting nation Saudi Arabia reduced the costs of their western-bound crude oil shipments with the aim of alleviating excess supply within worldwide marketplaces.","Saudi Arabia's decision to reduce its westbound crude oil prices reflects an attempt to mitigate large supply volumes and stabilize global markets, ultimately contributing to a decline in worldwide oil prices.",1.0
"Global oil prices declined recently due to significant exporter Saudi Arabia lowering the rates for their crude oil deliveries heading towards the West, intending to balance the substantial quantities being offered and stabilize international market conditions.",Saudi Arabia cuts oil prices Oil prices eased yesterday as top world exporter Saudi Arabia slashed prices for its westbound crude sales in an effort to shift the large volumes it is offering to cool world markets.,1.0
"Global oil prices declined recently due to significant exporter Saudi Arabia lowering the rates for their crude oil deliveries heading towards the West, intending to balance the substantial quantities being offered and stabilize international market conditions.","Saudi Arabia's decision to reduce its westbound crude oil prices reflects an attempt to mitigate large supply volumes and stabilize global markets, ultimately contributing to a decline in worldwide oil prices.",1.0
Global oil prices declined in response to Saudi Arabia's decision to reduce its westbound crude oil prices in an effort to manage large supply volumes and stabilize global markets.,Saudi Arabia cuts oil prices Oil prices eased yesterday as top world exporter Saudi Arabia slashed prices for its westbound crude sales in an effort to shift the large volumes it is offering to cool world markets.,1.0
Global oil prices declined in response to Saudi Arabia's decision to reduce its westbound crude oil prices in an effort to manage large supply volumes and stabilize global markets.,"Saudi Arabia's decision to reduce its westbound crude oil prices reflects an attempt to mitigate large supply volumes and stabilize global markets, ultimately contributing to a decline in worldwide oil prices.",1.0
"Saudi Arabia's decision to reduce its westbound crude oil prices reflects an attempt to mitigate large supply volumes and stabilize global markets, ultimately contributing to a decline in worldwide oil prices.",Saudi Arabia cuts oil prices Oil prices eased yesterday as top world exporter Saudi Arabia slashed prices for its westbound crude sales in an effort to shift the large volumes it is offering to cool world markets.,1.0
"Saudi Arabia's decision to reduce its westbound crude oil prices reflects an attempt to mitigate large supply volumes and stabilize global markets, ultimately contributing to a decline in worldwide oil prices.",Global oil prices declined in response to Saudi Arabia's decision to reduce its westbound crude oil prices in an effort to manage large supply volumes and stabilize global markets.,1.0
Saudi Arabia reduced oil prices yesterday with the intention of disposing of substantial crude oil supplies in the global market by lowering the cost of its westbound oil exports.,Saudi Arabia cuts oil prices Oil prices eased yesterday as top world exporter Saudi Arabia slashed prices for its westbound crude sales in an effort to shift the large volumes it is offering to cool world markets.,1.0
Saudi Arabia reduced oil prices yesterday with the intention of disposing of substantial crude oil supplies in the global market by lowering the cost of its westbound oil exports.,Global oil prices declined in response to Saudi Arabia's decision to reduce its westbound crude oil prices in an effort to manage large supply volumes and stabilize global markets.,1.0
"Yesterday, the leading global oil supplier, Saudi Arabia, decided to decrease prices on their western-directed crude oil sales. This move aims to stimulate the sale of significant crude oil quantities, thereby contributing to the stabilization of worldwide oil markets.",Saudi Arabia cuts oil prices Oil prices eased yesterday as top world exporter Saudi Arabia slashed prices for its westbound crude sales in an effort to shift the large volumes it is offering to cool world markets.,1.0
"Yesterday, the leading global oil supplier, Saudi Arabia, decided to decrease prices on their western-directed crude oil sales. This move aims to stimulate the sale of significant crude oil quantities, thereby contributing to the stabilization of worldwide oil markets.",Global oil prices declined in response to Saudi Arabia's decision to reduce its westbound crude oil prices in an effort to manage large supply volumes and stabilize global markets.,1.0
"Google Cuts Its IPO Price Range SAN JOSE, Calif. - In a sign that Google Inc.'s initial public offering will not be as hot or big as expected, the Internet search giant slashed its estimated per-share price range and reduced the number of shares to be sold by insiders...","San Jose, California - Indicating that Google's initial public offering might not reach anticipated levels of excitement or size, the internet search colossus lowered its projected price range per share and decreased the amount of shares available for sale by company insiders...",1.0
"Google Cuts Its IPO Price Range SAN JOSE, Calif. - In a sign that Google Inc.'s initial public offering will not be as hot or big as expected, the Internet search giant slashed its estimated per-share price range and reduced the number of shares to be sold by insiders...","Google's decision to cut its IPO price range and reduce the number of shares sold by insiders reflects a shift in market expectations, resulting in a significantly smaller public offering than originally anticipated.",1.0
"San Jose, California - Indicating that Google's initial public offering might not reach anticipated levels of excitement or size, the internet search colossus lowered its projected price range per share and decreased the amount of shares available for sale by company insiders...","Google Cuts Its IPO Price Range SAN JOSE, Calif. - In a sign that Google Inc.'s initial public offering will not be as hot or big as expected, the Internet search giant slashed its estimated per-share price range and reduced the number of shares to be sold by insiders...",1.0
"San Jose, California - Indicating that Google's initial public offering might not reach anticipated levels of excitement or size, the internet search colossus lowered its projected price range per share and decreased the amount of shares available for sale by company insiders...","Google's decision to cut its IPO price range and reduce the number of shares sold by insiders reflects a shift in market expectations, resulting in a significantly smaller public offering than originally anticipated.",1.0
"Reduced IPO Price Range Signals Lower Excitement for Google Offering SAN JOSE, CA - The online search titan, Google Inc., has indicated that their initial public offering may not meet expectations due to cutting their predicted price range per share and lowering the quantity of shares available for purchase by company insiders...","Google Cuts Its IPO Price Range SAN JOSE, Calif. - In a sign that Google Inc.'s initial public offering will not be as hot or big as expected, the Internet search giant slashed its estimated per-share price range and reduced the number of shares to be sold by insiders...",1.0
"Reduced IPO Price Range Signals Lower Excitement for Google Offering SAN JOSE, CA - The online search titan, Google Inc., has indicated that their initial public offering may not meet expectations due to cutting their predicted price range per share and lowering the quantity of shares available for purchase by company insiders...","Google's decision to cut its IPO price range and reduce the number of shares sold by insiders reflects a shift in market expectations, resulting in a significantly smaller public offering than originally anticipated.",1.0
